residence,origin
Italy,Iran (Islamic Republic of)
Italy,Iraq
Italy,Israel
Italy,Jordan
Italy,Kenya
Italy,Kuwait
Italy,Kyrgyzstan
Italy,Lebanon
Italy,Liberia
Italy,Libya
Italy,Madagascar
Italy,Malawi
Italy,Mali
Italy,Mauritania
Italy,Mauritius
Italy,Mexico
Italy,Mongolia
Italy,Montenegro
Italy,Morocco
Italy,Myanmar
Italy,Nepal
Italy,Niger
Italy,Nigeria
Italy,Pakistan
Italy,Palestinian
Italy,Peru
Italy,Philippines
Italy,Republic of Moldova
Italy,Romania
Italy,Russian Federation
Italy,Rwanda
Italy,Saudi Arabia
Italy,Senegal
Italy,Serbia (and Kosovo: S/RES/1244 (1999))
Italy,Sierra Leone
Italy,Somalia
Italy,South Africa
Italy,South Sudan
Italy,Sri Lanka
Italy,Stateless
Italy,Sudan
Italy,Syrian Arab Republic
Italy,Tajikistan
Italy,The former Yugoslav Republic of Macedonia
Italy,Timor-Leste
Italy,Togo
Italy,Tunisia
Italy,Turkey
Italy,Uganda
Italy,Ukraine
Italy,United Republic of Tanzania
Italy,Uruguay
Italy,Uzbekistan
Italy,Venezuela (Bolivarian Republic of)
Italy,Viet Nam
Italy,Yemen
Italy,Zimbabwe
Italy,Various
Jamaica,Haiti
Jamaica,Sierra Leone
Japan,Afghanistan
Japan,Bangladesh
Japan,Burundi
Japan,Cambodia
Japan,China
Japan,Democratic Republic of the Congo
Japan,Ethiopia
Japan,Iran (Islamic Republic of)
Japan,Iraq
Japan,Myanmar
Japan,Pakistan
Japan,Somalia
Japan,Sri Lanka
Japan,Stateless
Japan,Sudan
Japan,Turkey
Japan,Viet Nam
Japan,Various
Jordan,Afghanistan
Jordan,Algeria
Jordan,Bosnia and Herzegovina
Jordan,Chad
Jordan,Djibouti
Jordan,Egypt
Jordan,Eritrea
Jordan,Indonesia
Jordan,Iran (Islamic Republic of)
Jordan,Iraq
Jordan,Kuwait
Jordan,Lebanon
Jordan,Oman
Jordan,Philippines
Jordan,Russian Federation
Jordan,Somalia
Jordan,Sri Lanka
Jordan,Stateless
Jordan,Sudan
Jordan,Syrian Arab Republic
Jordan,Tunisia
Jordan,Uganda
Jordan,Yemen
Kazakhstan,Afghanistan
Kazakhstan,China
Kazakhstan,Egypt
Kazakhstan,Ethiopia
Kazakhstan,Somalia
Kazakhstan,Uzbekistan
Kenya,Afghanistan
Kenya,Burundi
Kenya,Cameroon
Kenya,Central African Republic
Kenya,Congo
Kenya,Côte d'Ivoire
Kenya,Democratic Republic of the Congo
Kenya,Djibouti
Kenya,Egypt
Kenya,Eritrea
Kenya,Ethiopia
Kenya,Ghana
Kenya,Iran (Islamic Republic of)
Kenya,Iraq
Kenya,Liberia
Kenya,Mozambique
Kenya,Nigeria
Kenya,Pakistan
Kenya,Palestinian
Kenya,Rwanda
Kenya,Somalia
Kenya,South Africa
Kenya,South Sudan
Kenya,Sri Lanka
Kenya,Sudan
Kenya,Uganda
Kenya,United Republic of Tanzania
Kenya,Zimbabwe
Kuwait,Eritrea
Kuwait,Iran (Islamic Republic of)
Kuwait,Iraq
Kuwait,Jordan
Kuwait,Lebanon
Kuwait,Palestinian
Kuwait,Somalia
Kuwait,Sri Lanka
Kuwait,Stateless
Kuwait,Syrian Arab Republic
Kyrgyzstan,Afghanistan
Kyrgyzstan,Democratic People's Republic of Korea
Kyrgyzstan,Iran (Islamic Republic of)
Kyrgyzstan,Syrian Arab Republic
Kyrgyzstan,Uzbekistan
Latvia,Afghanistan
Latvia,Azerbaijan
Latvia,Belarus
Latvia,Colombia
Latvia,Côte d'Ivoire
Latvia,Cuba
Latvia,Democratic Republic of the Congo
Latvia,Ghana
Latvia,Iran (Islamic Republic of)
Latvia,Iraq
Latvia,Kenya
Latvia,Kyrgyzstan
Latvia,Nigeria
Latvia,Pakistan
Latvia,Palestinian
Latvia,Russian Federation
Latvia,Somalia
Latvia,Sri Lanka
Latvia,Sudan
Latvia,Syrian Arab Republic
Latvia,Turkey
Latvia,Ukraine
Latvia,Uzbekistan
Lebanon,Afghanistan
Lebanon,Algeria
Lebanon,Armenia
Lebanon,Bahrain
Lebanon,Bangladesh
Lebanon,Canada
Lebanon,Egypt
Lebanon,Eritrea
Lebanon,Ethiopia
Lebanon,Iran (Islamic Republic of)
Lebanon,Iraq
Lebanon,Jordan
Lebanon,Libya
Lebanon,Madagascar
Lebanon,Mali
Lebanon,Morocco
Lebanon,Palestinian
Lebanon,Philippines
Lebanon,Romania
Lebanon,Russian Federation
Lebanon,Saudi Arabia
Lebanon,Somalia
Lebanon,Sri Lanka
Lebanon,Stateless
Lebanon,Sudan
Lebanon,Sweden
Lebanon,Syrian Arab Republic
Lebanon,Tunisia
Lebanon,Turkey
Lebanon,Ukraine
Lebanon,United States of America
Lebanon,Uzbekistan
Lebanon,Yemen
Lesotho,Algeria
Lesotho,Democratic Republic of the Congo
Lesotho,Eritrea
Lesotho,Ethiopia
Lesotho,Rwanda
Lesotho,Tunisia
Lesotho,Uganda
Lesotho,Zimbabwe
Liberia,Algeria
Liberia,Burkina Faso
Liberia,Cameroon
Liberia,Côte d'Ivoire
Liberia,Democratic Republic of the Congo
Liberia,Ghana
Liberia,Guinea
Liberia,Iraq
Liberia,Mauritania
Liberia,Nigeria
Liberia,Pakistan
Liberia,Palestinian
Liberia,Rwanda
Liberia,Sierra Leone
Liberia,Somalia
Liberia,Sudan
Liberia,Togo
Liberia,Uganda
Libya,Algeria
Libya,Cameroon
Libya,Chad
Libya,Côte d'Ivoire
Libya,Democratic Republic of the Congo
Libya,Egypt
Libya,Eritrea
Libya,Ethiopia
Libya,Iraq
Libya,Liberia
Libya,Palestinian
Libya,Somalia
Libya,Sudan
Libya,Togo
Liechtenstein,Armenia
Liechtenstein,China
Liechtenstein,Eritrea
Liechtenstein,Ethiopia
Liechtenstein,Iran (Islamic Republic of)
Liechtenstein,Iraq
Liechtenstein,Serbia (and Kosovo: S/RES/1244 (1999))
Liechtenstein,Somalia
Lithuania,Afghanistan
Lithuania,Armenia
Lithuania,Azerbaijan
Lithuania,Belarus
Lithuania,Cameroon
Lithuania,Cuba
Lithuania,Democratic Republic of the Congo
Lithuania,Eritrea
Lithuania,Ethiopia
Lithuania,Georgia
Lithuania,Iran (Islamic Republic of)
Lithuania,Iraq
Lithuania,Israel
Lithuania,Nigeria
Lithuania,Pakistan
Lithuania,Russian Federation
Lithuania,Somalia
Lithuania,Sri Lanka
Lithuania,Stateless
Lithuania,Syrian Arab Republic
Lithuania,Tajikistan
Lithuania,Togo
Lithuania,Ukraine
Lithuania,Uzbekistan
Lithuania,Viet Nam
Lithuania,Yemen
Lithuania,Zimbabwe
Luxembourg,Various
Madagascar,Democratic Republic of the Congo
Madagascar,Ethiopia
Madagascar,Palestinian
Madagascar,Rwanda
Madagascar,United Republic of Tanzania
Malawi,Burundi
Malawi,Democratic Republic of the Congo
Malawi,Ethiopia
Malawi,Rwanda
Malawi,Somalia
Malawi,Sudan
Malawi,Zimbabwe
Malaysia,Afghanistan
Malaysia,Bangladesh
Malaysia,Bhutan
Malaysia,Cambodia
Malaysia,Cameroon
Malaysia,Chad
Malaysia,China
Malaysia,Congo
Malaysia,Côte d'Ivoire
Malaysia,Democratic Republic of the Congo
Malaysia,Egypt
Malaysia,Eritrea
Malaysia,Ethiopia
Malaysia,Fiji
Malaysia,Guinea
Malaysia,Indonesia
Malaysia,Iran (Islamic Republic of)
Malaysia,Iraq
Malaysia,Jordan
Malaysia,Kenya
Malaysia,Kuwait
Malaysia,Lao People's Democratic Republic
Malaysia,Lebanon
Malaysia,Liberia
Malaysia,Mali
Malaysia,Myanmar
Malaysia,Nepal
Malaysia,Nigeria
Malaysia,Pakistan
Malaysia,Palestinian
Malaysia,Russian Federation
Malaysia,Rwanda
Malaysia,Sierra Leone
Malaysia,Somalia
Malaysia,Sri Lanka
Malaysia,Sudan
Malaysia,Syrian Arab Republic
Malaysia,Thailand
Malaysia,United Arab Emirates
Malaysia,Viet Nam
Malaysia,Western Sahara
Malaysia,Yemen
Malaysia,Zimbabwe
Mali,Burundi
Mali,Central African Republic
Mali,Congo
Mali,Côte d'Ivoire
Mali,Democratic Republic of the Congo
Mali,Guinea
Mali,Liberia
Mali,Mauritania
Mali,Rwanda
Mali,Togo
Mali,Tunisia
Malta,Bangladesh
Malta,Cameroon
Malta,Chad
Malta,China
Malta,Côte d'Ivoire
Malta,Democratic Republic of the Congo
Malta,Egypt
Malta,Eritrea
Malta,Ethiopia
Malta,Georgia
Malta,India
Malta,Iran (Islamic Republic of)
Malta,Iraq
Malta,Kazakhstan
Malta,Liberia
Malta,Libya
Malta,Mali
Malta,Morocco
Malta,Myanmar
Malta,Nepal
Malta,Nigeria
Malta,Pakistan
Malta,Palestinian
Malta,Saudi Arabia
Malta,Serbia (and Kosovo: S/RES/1244 (1999))
Malta,Somalia
Malta,Sri Lanka
Malta,Sudan
Malta,Syrian Arab Republic
Malta,Togo
Malta,Tunisia
Malta,Turkey
Malta,Turkmenistan
Malta,Various
Mauritania,Cameroon
Mauritania,Central African Republic
Mauritania,Chad
Mauritania,Congo
Mauritania,Côte d'Ivoire
Mauritania,Democratic Republic of the Congo
Mauritania,Guinea
Mauritania,Iraq
Mauritania,Liberia
Mauritania,Mali
Mauritania,Palestinian
Mauritania,Senegal
Mauritania,Sudan
Mauritania,Togo
Mauritania,Tunisia
Mauritania,Western Sahara
Mexico,Afghanistan
Mexico,Albania
Mexico,Algeria
Mexico,Angola
Mexico,Bangladesh
Mexico,Belize
Mexico,Bolivia (Plurinational State of)
Mexico,Brazil
Mexico,Burundi
Mexico,Cameroon
Mexico,Chile
Mexico,China
Mexico,Colombia
Mexico,Congo
Mexico,Côte d'Ivoire
Mexico,Cuba
Mexico,Democratic Republic of the Congo
Mexico,Dominican Republic
Mexico,Ecuador
Mexico,Egypt
Mexico,El Salvador
Mexico,Eritrea
Mexico,Ethiopia
Mexico,Ghana
Mexico,Guatemala
Mexico,Haiti
Mexico,Honduras
Mexico,India
Mexico,Indonesia
Mexico,Iran (Islamic Republic of)
Mexico,Iraq
Mexico,Jamaica
Mexico,Jordan
Mexico,Lebanon
Mexico,Nicaragua
Mexico,Nigeria
Mexico,Pakistan
Mexico,Palestinian
Mexico,Peru
Mexico,Romania
Mexico,Russian Federation
Mexico,Rwanda
Mexico,Serbia (and Kosovo: S/RES/1244 (1999))
Mexico,Sierra Leone
Mexico,South Africa
Mexico,Sri Lanka
Mexico,Syrian Arab Republic
Mexico,The former Yugoslav Republic of Macedonia
Mexico,Venezuela (Bolivarian Republic of)
Monaco,Various
Mongolia,China
Montenegro,Belarus
Montenegro,Bosnia and Herzegovina
Montenegro,Croatia
Montenegro,Iraq
Montenegro,Morocco
Montenegro,Serbia (and Kosovo: S/RES/1244 (1999))
Montenegro,Yemen
Morocco,Algeria
Morocco,Cameroon
Morocco,Central African Republic
Morocco,Chad
Morocco,China
Morocco,Congo
Morocco,Côte d'Ivoire
Morocco,Democratic Republic of the Congo
Morocco,Eritrea
Morocco,Gambia
Morocco,Guinea
Morocco,Iraq
Morocco,Liberia
Morocco,Niger
Morocco,Nigeria
Morocco,Pakistan
Morocco,Palestinian
Morocco,Rwanda
Morocco,Senegal
Morocco,Somalia
Morocco,Sri Lanka
Morocco,Sudan
Morocco,Togo
Morocco,Tunisia
Morocco,Uganda
Mozambique,Afghanistan
Mozambique,Angola
Mozambique,Burundi
Mozambique,Congo
Mozambique,Cuba
Mozambique,Democratic Republic of the Congo
Mozambique,Ethiopia
Mozambique,Liberia
Mozambique,Madagascar
Mozambique,Rwanda
Mozambique,Sierra Leone
Mozambique,Somalia
Mozambique,Sudan
Mozambique,Uganda
Namibia,Burundi
Namibia,Cameroon
Namibia,Central African Republic
Namibia,Congo
Namibia,Democratic Republic of the Congo
Namibia,Eritrea
Namibia,Ethiopia
Namibia,Rwanda
Namibia,Somalia
Namibia,Sudan
Namibia,Uganda
Namibia,Zimbabwe
Nepal,Afghanistan
Nepal,Bangladesh
Nepal,Bhutan
Nepal,Democratic Republic of the Congo
Nepal,Iran (Islamic Republic of)
Nepal,Iraq
Nepal,Myanmar
Nepal,Pakistan
Nepal,Somalia
Nepal,Sri Lanka
Nepal,Tibetan
Netherlands,Afghanistan
Netherlands,Albania
Netherlands,Algeria
Netherlands,Andorra
Netherlands,Angola
Netherlands,Argentina
Netherlands,Armenia
Netherlands,Azerbaijan
Netherlands,Bangladesh
Netherlands,Belarus
Netherlands,Belgium
Netherlands,Benin
Netherlands,Bhutan
Netherlands,Bosnia and Herzegovina
Netherlands,Botswana
Netherlands,Brazil
Netherlands,Bulgaria
Netherlands,Burkina Faso
Netherlands,Burundi
Netherlands,Cambodia
Netherlands,Cameroon
Netherlands,Central African Republic
Netherlands,Chad
Netherlands,Chile
Netherlands,China
Netherlands,Colombia
Netherlands,Congo
Netherlands,Côte d'Ivoire
Netherlands,Croatia
Netherlands,Cuba
Netherlands,Democratic People's Republic of Korea
Netherlands,Democratic Republic of the Congo
Netherlands,Djibouti
Netherlands,Ecuador
Netherlands,Egypt
Netherlands,El Salvador
Netherlands,Eritrea
Netherlands,Ethiopia
Netherlands,France
Netherlands,Gabon
Netherlands,Gambia
Netherlands,Georgia
Netherlands,Germany
Netherlands,Ghana
Netherlands,Greece
Netherlands,Guinea
Netherlands,Guinea-Bissau
Netherlands,Haiti
Netherlands,Honduras
Netherlands,India
Netherlands,Indonesia
Netherlands,Iran (Islamic Republic of)
Netherlands,Iraq
Netherlands,Israel
Netherlands,Jamaica
Netherlands,Jordan
Netherlands,Kazakhstan
Netherlands,Kenya
Netherlands,Kuwait
Netherlands,Kyrgyzstan
Netherlands,Lao People's Democratic Republic
Netherlands,Latvia
Netherlands,Lebanon
Netherlands,Liberia
Netherlands,Libya
Netherlands,Malawi
Netherlands,Malaysia
Netherlands,Mali
Netherlands,Mauritania
Netherlands,Mexico
Netherlands,Mongolia
Netherlands,Morocco
Netherlands,Myanmar
Netherlands,Namibia
Netherlands,Nepal
Netherlands,Netherlands
Netherlands,Niger
Netherlands,Nigeria
Netherlands,Norway
Netherlands,Pakistan
Netherlands,Palestinian
Netherlands,Panama
Netherlands,Peru
Netherlands,Philippines
Netherlands,Republic of Korea
Netherlands,Republic of Moldova
Netherlands,Romania
Netherlands,Russian Federation
Netherlands,Rwanda
Netherlands,Saudi Arabia
Netherlands,Senegal
Netherlands,Serbia (and Kosovo: S/RES/1244 (1999))
Netherlands,Sierra Leone
Netherlands,Slovakia
Netherlands,Somalia
Netherlands,South Africa
Netherlands,Spain
Netherlands,Sri Lanka
Netherlands,Stateless
Netherlands,Sudan
Netherlands,Swaziland
Netherlands,Sweden
Netherlands,Syrian Arab Republic
Netherlands,Tajikistan
Netherlands,The former Yugoslav Republic of Macedonia
Netherlands,Togo
Netherlands,Trinidad and Tobago
Netherlands,Tunisia
Netherlands,Turkey
Netherlands,Turkmenistan
Netherlands,Uganda
Netherlands,Ukraine
Netherlands,United Kingdom of Great Britain and Northern Ireland
Netherlands,United Republic of Tanzania
Netherlands,United States of America
Netherlands,Uzbekistan
Netherlands,Viet Nam
Netherlands,Yemen
Netherlands,Zambia
Netherlands,Zimbabwe
Netherlands,Various
New Zealand,Afghanistan
New Zealand,Albania
New Zealand,Algeria
New Zealand,Angola
New Zealand,Bahrain
New Zealand,Bangladesh
New Zealand,Belarus
New Zealand,Brazil
New Zealand,Bulgaria
New Zealand,Burundi
New Zealand,Cambodia
New Zealand,Cameroon
New Zealand,Chad
New Zealand,Chile
New Zealand,China
New Zealand,Colombia
New Zealand,Congo
New Zealand,Cuba
New Zealand,Czech Republic
New Zealand,Democratic Republic of the Congo
New Zealand,Dominican Republic
New Zealand,Egypt
New Zealand,El Salvador
New Zealand,Eritrea
New Zealand,Ethiopia
New Zealand,Fiji
New Zealand,Georgia
New Zealand,Guinea
New Zealand,Hungary
New Zealand,India
New Zealand,Iran (Islamic Republic of)
New Zealand,Iraq
New Zealand,Israel
New Zealand,Jordan
New Zealand,Kenya
New Zealand,Kiribati
New Zealand,Kuwait
New Zealand,Kyrgyzstan
New Zealand,Lebanon
New Zealand,Libya
New Zealand,Madagascar
New Zealand,Malaysia
New Zealand,Mexico
New Zealand,Mongolia
New Zealand,Myanmar
New Zealand,Nepal
New Zealand,Nigeria
New Zealand,Pakistan
New Zealand,Palestinian
New Zealand,Papua New Guinea
New Zealand,Republic of Korea
New Zealand,Russian Federation
New Zealand,Rwanda
New Zealand,Saudi Arabia
New Zealand,Serbia (and Kosovo: S/RES/1244 (1999))
New Zealand,Slovakia
New Zealand,Solomon Islands
New Zealand,Somalia
New Zealand,South Africa
New Zealand,Sri Lanka
New Zealand,Stateless
New Zealand,Sudan
New Zealand,Syrian Arab Republic
New Zealand,Thailand
New Zealand,Tunisia
New Zealand,Turkey
New Zealand,Uganda
New Zealand,Ukraine
New Zealand,Uzbekistan
New Zealand,Viet Nam
New Zealand,Yemen
New Zealand,Zimbabwe
Nicaragua,Central African Republic
Nicaragua,Colombia
Nicaragua,Costa Rica
Nicaragua,Cuba
Nicaragua,El Salvador
Nicaragua,Guatemala
Nicaragua,Honduras
Nicaragua,India
Nicaragua,Peru
Niger,Cameroon
Niger,Central African Republic
Niger,Chad
Niger,Congo
Niger,Côte d'Ivoire
Niger,Democratic Republic of the Congo
Niger,Iran (Islamic Republic of)
Niger,Iraq
Niger,Liberia
Niger,Mali
Niger,Rwanda
Niger,Somalia
Niger,Sudan
Niger,Togo
Nigeria,Angola
Nigeria,Burundi
Nigeria,Cameroon
Nigeria,Central African Republic
Nigeria,Chad
Nigeria,Congo
Nigeria,Côte d'Ivoire
Nigeria,Democratic Republic of the Congo
Nigeria,Egypt
Nigeria,Equatorial Guinea
Nigeria,Eritrea
Nigeria,Ethiopia
Nigeria,Ghana
Nigeria,Guinea
Nigeria,Guinea-Bissau
Nigeria,Iraq
Nigeria,Liberia
Nigeria,Libya
Nigeria,Mali
Nigeria,Niger
Nigeria,Palestinian
Nigeria,Rwanda
Nigeria,Sierra Leone
Nigeria,Somalia
Nigeria,Sri Lanka
Nigeria,Sudan
Nigeria,Togo
Nigeria,Uganda
Norway,Afghanistan
Norway,Albania
Norway,Algeria
Norway,Angola
Norway,Armenia
Norway,Azerbaijan
Norway,Bangladesh
Norway,Belarus
Norway,Belgium
Norway,Benin
Norway,Bhutan
Norway,Bosnia and Herzegovina
Norway,Brunei Darussalam
Norway,Bulgaria
Norway,Burkina Faso
Norway,Burundi
Norway,Cambodia
Norway,Cameroon
Norway,Cape Verde
Norway,Central African Republic
Norway,Chad
Norway,China
Norway,Colombia
Norway,Congo
Norway,Côte d'Ivoire
Norway,Croatia
Norway,Cuba
Norway,Democratic People's Republic of Korea
Norway,Democratic Republic of the Congo
Norway,Djibouti
Norway,Ecuador
Norway,Egypt
Norway,El Salvador
Norway,Equatorial Guinea
Norway,Eritrea
Norway,Ethiopia
Norway,Fiji
Norway,Gambia
Norway,Georgia
Norway,Germany
Norway,Ghana
Norway,Guatemala
Norway,Guinea
Norway,Haiti
Norway,Hungary
Norway,India
Norway,Indonesia
Norway,Iran (Islamic Republic of)
Norway,Iraq
Norway,Israel
Norway,Jordan
Norway,Kazakhstan
Norway,Kenya
Norway,Kuwait
Norway,Kyrgyzstan
Norway,Lebanon
Norway,Liberia
Norway,Libya
Norway,Lithuania
Norway,Malawi
Norway,Malaysia
Norway,Mauritania
Norway,Mongolia
Norway,Montenegro
Norway,Morocco
Norway,Mozambique
Norway,Myanmar
Norway,Nepal
Norway,Netherlands
Norway,Niger
Norway,Nigeria
Norway,Pakistan
Norway,Peru
Norway,Philippines
Norway,Poland
Norway,Republic of Moldova
Norway,Romania
Norway,Russian Federation
Norway,Rwanda
Norway,Senegal
Norway,Serbia (and Kosovo: S/RES/1244 (1999))
Norway,Sierra Leone
Norway,Slovakia
Norway,Somalia
Norway,South Sudan
Norway,Sri Lanka
Norway,Stateless
Norway,Sudan
Norway,Syrian Arab Republic
Norway,Tajikistan
Norway,Thailand
Norway,Togo
Norway,Tunisia
Norway,Turkey
Norway,Turkmenistan
Norway,Uganda
Norway,Ukraine
Norway,United Republic of Tanzania
Norway,United States of America
Norway,Uzbekistan
Norway,Viet Nam
Norway,Western Sahara
Norway,Yemen
Norway,Zambia
Norway,Zimbabwe
Norway,Various
Oman,Iraq
Oman,Syrian Arab Republic
Pakistan,Afghanistan
Pakistan,Algeria
Pakistan,Ethiopia
Pakistan,Ghana
Pakistan,Iran (Islamic Republic of)
Pakistan,Iraq
Pakistan,Myanmar
Pakistan,Palestinian
Pakistan,Russian Federation
Pakistan,Rwanda
Pakistan,Somalia
Pakistan,Sudan
Pakistan,Syrian Arab Republic
Pakistan,Turkey
Pakistan,Uganda
Pakistan,Uzbekistan
Palau,Ethiopia
Panama,Afghanistan
Panama,Argentina
Panama,Belarus
Panama,Bosnia and Herzegovina
Panama,Burkina Faso
Panama,Cameroon
Panama,Chad
Panama,Colombia
Panama,Congo
Panama,Croatia
Panama,Cuba
Panama,Democratic Republic of the Congo
Panama,Dominican Republic
Panama,El Salvador
Panama,Ethiopia
Panama,Ghana
Panama,Guatemala
Panama,Haiti
Panama,Honduras
Panama,Iran (Islamic Republic of)
Panama,Liberia
Panama,Lithuania
Panama,Mexico
Panama,Nicaragua
Panama,Nigeria
Panama,Peru
Panama,Romania
Panama,Russian Federation
Panama,Rwanda
Panama,Sierra Leone
Panama,Somalia
Panama,Sudan
Panama,The former Yugoslav Republic of Macedonia
Panama,Ukraine
Panama,United States of America
Panama,Venezuela (Bolivarian Republic of)
Panama,Zimbabwe
Papua New Guinea,Afghanistan
Papua New Guinea,Ecuador
Papua New Guinea,Ethiopia
Papua New Guinea,Indonesia
Papua New Guinea,Morocco
Papua New Guinea,Somalia
Papua New Guinea,Sri Lanka
Papua New Guinea,Uganda
Paraguay,Bolivia (Plurinational State of)
Paraguay,Colombia
Paraguay,Congo
Paraguay,Cuba
Paraguay,Germany
Paraguay,Iran (Islamic Republic of)
Paraguay,Iraq
Paraguay,Russian Federation
Paraguay,Sierra Leone
Paraguay,Viet Nam
Peru,Armenia
Peru,Bangladesh
Peru,Belarus
Peru,Bolivia (Plurinational State of)
Peru,Bosnia and Herzegovina
Peru,Bulgaria
Peru,Cameroon
Peru,China
Peru,Colombia
Peru,Cuba
Peru,Czech Republic
Peru,Dominican Republic
Peru,Ecuador
Peru,El Salvador
Peru,Gambia
Peru,Georgia
Peru,Ghana
Peru,Guatemala
Peru,Haiti
Peru,Hungary
Peru,India
Peru,Iran (Islamic Republic of)
Peru,Iraq
Peru,Jordan
Peru,Lebanon
Peru,Namibia
Peru,Niger
Peru,Nigeria
Peru,Pakistan
Peru,Palestinian
Peru,Poland
Peru,Romania
Peru,Russian Federation
Peru,Serbia (and Kosovo: S/RES/1244 (1999))
Peru,Sierra Leone
Peru,Somalia
Peru,South Africa
Peru,Stateless
Peru,United Republic of Tanzania
Peru,Venezuela (Bolivarian Republic of)
Peru,Viet Nam
Philippines,Afghanistan
Philippines,Congo
Philippines,Eritrea
Philippines,Ethiopia
Philippines,Iran (Islamic Republic of)
Philippines,Iraq
Philippines,Lebanon
Philippines,Liberia
Philippines,Myanmar
Philippines,Pakistan
Philippines,Palestinian
Philippines,Rwanda
Philippines,Somalia
Philippines,Sri Lanka
Philippines,Stateless
Philippines,Sudan
Philippines,Thailand
Philippines,Viet Nam
Poland,Afghanistan
Poland,Algeria
Poland,Armenia
Poland,Azerbaijan
Poland,Bangladesh
Poland,Belarus
Poland,Bhutan
Poland,Bosnia and Herzegovina
Poland,Bulgaria
Poland,Cameroon
Poland,China
Poland,Congo
Poland,Côte d'Ivoire
Poland,Cuba
Poland,Democratic People's Republic of Korea
Poland,Democratic Republic of the Congo
Poland,Djibouti
Poland,Egypt
Poland,Eritrea
Poland,Ethiopia
Poland,Georgia
Poland,Guinea-Bissau
Poland,India
Poland,Iran (Islamic Republic of)
Poland,Iraq
Poland,Jordan
Poland,Kazakhstan
Poland,Kenya
Poland,Kyrgyzstan
Poland,Lao People's Democratic Republic
Poland,Lebanon
Poland,Liberia
Poland,Libya
Poland,Mongolia
Poland,Morocco
Poland,Myanmar
Poland,Nepal
Poland,Nigeria
Poland,Pakistan
Poland,Palestinian
Poland,Philippines
Poland,Republic of Moldova
Poland,Romania
Poland,Russian Federation
Poland,Rwanda
Poland,Senegal
Poland,Serbia (and Kosovo: S/RES/1244 (1999))
Poland,Somalia
Poland,Sri Lanka
Poland,Stateless
Poland,Sudan
Poland,Syrian Arab Republic
Poland,The former Yugoslav Republic of Macedonia
Poland,Togo
Poland,Tunisia
Poland,Turkey
Poland,Turkmenistan
Poland,Uganda
Poland,Ukraine
Poland,Uzbekistan
Poland,Viet Nam
Poland,Zimbabwe
Poland,Various
Portugal,Afghanistan
Portugal,Albania
Portugal,Angola
Portugal,Bangladesh
Portugal,Belarus
Portugal,Bosnia and Herzegovina
Portugal,Cameroon
Portugal,Colombia
Portugal,Comoros
Portugal,Côte d'Ivoire
Portugal,Cuba
Portugal,Democratic Republic of the Congo
Portugal,Eritrea
Portugal,Ethiopia
Portugal,Gambia
Portugal,Georgia
Portugal,Ghana
Portugal,Guinea
Portugal,Guinea-Bissau
Portugal,India
Portugal,Indonesia
Portugal,Iran (Islamic Republic of)
Portugal,Iraq
Portugal,Kenya
Portugal,Liberia
Portugal,Libya
Portugal,Mauritania
Portugal,Myanmar
Portugal,Nepal
Portugal,Nigeria
Portugal,Pakistan
Portugal,Palestinian
Portugal,Peru
Portugal,Russian Federation
Portugal,Rwanda
Portugal,Sao Tome and Principe
Portugal,Saudi Arabia
Portugal,Senegal
Portugal,Serbia (and Kosovo: S/RES/1244 (1999))
Portugal,Sierra Leone
Portugal,Somalia
Portugal,Sri Lanka
Portugal,Sudan
Portugal,The former Yugoslav Republic of Macedonia
Portugal,Togo
Portugal,Turkey
Portugal,Uganda
Portugal,Uzbekistan
Portugal,Zimbabwe
Portugal,Various
Qatar,Iraq
Qatar,Somalia
Qatar,Syrian Arab Republic
Republic of Korea,Afghanistan
Republic of Korea,Algeria
Republic of Korea,Angola
Republic of Korea,Bangladesh
Republic of Korea,Cameroon
Republic of Korea,China
Republic of Korea,Congo
Republic of Korea,Côte d'Ivoire
Republic of Korea,Democratic Republic of the Congo
Republic of Korea,Egypt
Republic of Korea,Eritrea
Republic of Korea,Ethiopia
Republic of Korea,Ghana
Republic of Korea,Iran (Islamic Republic of)
Republic of Korea,Iraq
Republic of Korea,Kenya
Republic of Korea,Kyrgyzstan
Republic of Korea,Liberia
Republic of Korea,Myanmar
Republic of Korea,Nepal
Republic of Korea,Niger
Republic of Korea,Nigeria
Republic of Korea,Pakistan
Republic of Korea,Russian Federation
Republic of Korea,Rwanda
Republic of Korea,Somalia
Republic of Korea,Sri Lanka
Republic of Korea,Sudan
Republic of Korea,Uganda
Republic of Korea,Uzbekistan
Republic of Moldova,Afghanistan
Republic of Moldova,Angola
Republic of Moldova,Armenia
Republic of Moldova,Azerbaijan
Republic of Moldova,Democratic Republic of the Congo
Republic of Moldova,Egypt
Republic of Moldova,Georgia
Republic of Moldova,India
Republic of Moldova,Iran (Islamic Republic of)
Republic of Moldova,Iraq
Republic of Moldova,Kazakhstan
Republic of Moldova,Kyrgyzstan
Republic of Moldova,Liberia
Republic of Moldova,Nepal
Republic of Moldova,Nigeria
Republic of Moldova,Pakistan
Republic of Moldova,Palestinian
Republic of Moldova,Russian Federation
Republic of Moldova,Somalia
Republic of Moldova,Sudan
Republic of Moldova,Syrian Arab Republic
Republic of Moldova,Tajikistan
Republic of Moldova,Turkey
Republic of Moldova,Turkmenistan
Republic of Moldova,United Republic of Tanzania
Republic of Moldova,Uzbekistan
